row,type,name,province,county,district,rural,hierarchicalCode,nationalId
2053,دهستان,هرم,فارس,جویم,هرم,,15461112,1000022358
2054,استان,کرمان,,,,,16,1000000081
2055,شهرستان,بم,کرمان,,,,1610,1000001782
2056,بخش,مرکزی,کرمان,بم,,,161010,1000008183
2057,دهستان,حومه,کرمان,بم,مرکزی,,16101010,1000024156
2058,دهستان,دریجان,کرمان,بم,مرکزی,,16101013,1000544765
2059,شهر,بم,کرمان,بم,مرکزی,,161010500,1000045714
2060,بخش,بروات,کرمان,بم,,,161011,1000008191
2061,دهستان,روداب غربی,کرمان,بم,بروات,,16101110,1000024172
2062,دهستان,کرک ونارتیج,کرمان,بم,بروات,,16101111,1000024180
2063,شهر,بروات,کرمان,بم,بروات,,161011500,1000045722
2064,بخش,دهبکری,کرمان,بم,,,161012,1000544773
2065,دهستان,دهبکری,کرمان,بم,دهبکری,,16101210,1000024164
2066,دهستان,ابارق,کرمان,بم,دهبکری,,16101211,1000544757
2067,شهرستان,کرمان,کرمان,,,,1611,1000001790
2068,بخش,شهداد,کرمان,کرمان,,,161110,1000008209
2069,دهستان,اندوهجرد,کرمان,کرمان,شهداد,,16111010,1000024198
2070,دهستان,تکاب,کرمان,کرمان,شهداد,,16111011,1000024206
2071,دهستان,سیرچ,کرمان,کرمان,شهداد,,16111012,1000024214
2072,شهر,شهداد,کرمان,کرمان,شهداد,,161110500,1000045730
2073,شهر,اندوهجرد,کرمان,کرمان,شهداد,,161110501,1000045748
2074,بخش,ماهان,کرمان,کرمان,,,161111,1000008217
2075,دهستان,قناتغستان,کرمان,کرمان,ماهان,,16111110,1000024222
2076,دهستان,ماهان,کرمان,کرمان,ماهان,,16111111,1000024230
2077,شهر,ماهان,کرمان,کرمان,ماهان,,161111500,1000045755
2078,شهر,جوپار,کرمان,کرمان,ماهان,,161111501,1000045763
2079,شهر,محی آباد,کرمان,کرمان,ماهان,,161111502,1000045771
2080,بخش,مرکزی,کرمان,کرمان,,,161112,1000008225
2081,دهستان,اختیارآباد,کرمان,کرمان,مرکزی,,16111210,1000024248
2082,دهستان,باغین,کرمان,کرمان,مرکزی,,16111211,1000024255
2083,دهستان,درختنگان,کرمان,کرمان,مرکزی,,16111212,1000024263
2084,دهستان,زنگی آباد,کرمان,کرمان,مرکزی,,16111213,1000024271
2085,دهستان,سرآسیاب فرسنگی,کرمان,کرمان,مرکزی,,16111214,1000024289
2086,شهر,کرمان,کرمان,کرمان,مرکزی,,161112500,1000045789
2087,شهر,باغین,کرمان,کرمان,مرکزی,,161112501,1000045797
2088,شهر,زنگی آباد,کرمان,کرمان,مرکزی,,161112502,1000045805
2089,شهر,اختیارآباد,کرمان,کرمان,مرکزی,,161112503,1000045813
2090,بخش,راین,کرمان,کرمان,,,161113,1000008233
2091,دهستان,حسین آباد و گروه,کرمان,کرمان,راین,,16111310,1000024297
2092,دهستان,راین,کرمان,کرمان,راین,,16111311,1000024305
2093,شهر,راین,کرمان,کرمان,راین,,161113500,1000045821
2094,بخش,گلباف,کرمان,کرمان,,,161114,1000008241
2095,دهستان,جوشان,کرمان,کرمان,گلباف,,16111410,1000024313
2096,دهستان,کشیت,کرمان,کرمان,گلباف,,16111411,1000024321
2097,شهر,گلباف,کرمان,کرمان,گلباف,,161114500,1000045839
2098,بخش,چترود,کرمان,کرمان,,,161115,1000008258
2099,دهستان,کویرات,کرمان,کرمان,چترود,,16111510,1000024339
2100,دهستان,معزیه,کرمان,کرمان,چترود,,16111511,1000024347
2101,شهر,چترود,کرمان,کرمان,چترود,,161115500,1000045847
2102,شهر,کاظم آباد,کرمان,کرمان,چترود,,161115501,1000045854
2103,شهرستان,سیرجان,کرمان,,,,1612,1000001808
2104,بخش,مرکزی,کرمان,سیرجان,,,161210,1000008266
2105,دهستان,شریف آباد,کرمان,سیرجان,مرکزی,,16121010,1000024354
2106,دهستان,نجف آباد,کرمان,سیرجان,مرکزی,,16121011,1000024362
2107,شهر,سیرجان,کرمان,سیرجان,مرکزی,,161210500,1000045862
2108,شهر,نجف شهر,کرمان,سیرجان,مرکزی,,161210501,1000045870
2109,بخش,پاریز,کرمان,سیرجان,,,161211,1000008274
2110,دهستان,پاریز,کرمان,سیرجان,پاریز,,16121110,1000024370
2111,دهستان,سعادت آباد,کرمان,سیرجان,پاریز,,16121111,1000024388
2112,شهر,پاریز,کرمان,سیرجان,پاریز,,161211500,1000045888
2113,شهر,هماشهر,کرمان,سیرجان,پاریز,,161211501,1000045896
2114,بخش,گلستان,کرمان,سیرجان,,,161212,1000008282
2115,دهستان,گلستان,کرمان,سیرجان,گلستان,,16121210,1000024396
2116,دهستان,ملک آباد,کرمان,سیرجان,گلستان,,16121211,1000024404
2117,شهر,خواجو شهر,کرمان,سیرجان,گلستان,,161212500,1000045904
2118,بخش,زید آباد,کرمان,سیرجان,,,161213,1000008290
2119,دهستان,زیدآباد,کرمان,سیرجان,زید آباد,,16121310,1000024412
2120,دهستان,محمودآبادسید,کرمان,سیرجان,زید آباد,,16121311,1000024420
2121,شهر,زیدآباد,کرمان,سیرجان,زید آباد,,161213500,1000045912
2122,بخش,بلورد,کرمان,سیرجان,,,161214,1000008308
2123,دهستان,بلورد,کرمان,سیرجان,بلورد,,16121410,1000024438
2124,دهستان,چهارگنبد,کرمان,سیرجان,بلورد,,16121411,1000024446
2125,شهر,بلورد,کرمان,سیرجان,بلورد,,161214500,1000045920
2126,شهرستان,رفسنجان,کرمان,,,,1613,1000001816
2127,بخش,مرکزی,کرمان,رفسنجان,,,161310,1000008316
2128,دهستان,آزادگان,کرمان,رفسنجان,مرکزی,,16131010,1000024453
2129,دهستان,اسلامیه,کرمان,رفسنجان,مرکزی,,16131011,1000024461
2130,دهستان,خنامان,کرمان,رفسنجان,مرکزی,,16131012,1000024479
2131,دهستان,دره دران,کرمان,رفسنجان,مرکزی,,16131013,1000024487
2132,دهستان,رزم آوران,کرمان,رفسنجان,مرکزی,,16131014,1000024495
2133,دهستان,سرچشمه,کرمان,رفسنجان,مرکزی,,16131015,1000024503
2134,دهستان,قاسم آباد,کرمان,رفسنجان,مرکزی,,16131016,1000024511
2135,دهستان,کبوترخان,کرمان,رفسنجان,مرکزی,,16131017,1000024529
2136,شهر,رفسنجان,کرمان,رفسنجان,مرکزی,,161310500,1000045938
2137,شهر,مس سرچشمه,کرمان,رفسنجان,مرکزی,,161310501,1000045946
2138,بخش,کشکوئیه,کرمان,رفسنجان,,,161311,1000008324
2139,دهستان,راویز,کرمان,رفسنجان,کشکوئیه,,16131110,1000024537
2140,دهستان,شریف آباد,کرمان,رفسنجان,کشکوئیه,,16131111,1000024545
2141,دهستان,کشکوئیه,کرمان,رفسنجان,کشکوئیه,,16131112,1000024552
2142,شهر,کشکوئیه,کرمان,رفسنجان,کشکوئیه,,161311500,1000045953
2143,بخش,نوق,کرمان,رفسنجان,,,161312,1000008332
2144,دهستان,بهرمان,کرمان,رفسنجان,نوق,,16131210,1000024560
2145,شهر,بهرمان,کرمان,رفسنجان,نوق,,161312500,1000045961
2146,شهر,جوادیه الهیه,کرمان,رفسنجان,نوق,,161312501,1000545069
2147,بخش,فردوس,کرمان,رفسنجان,,,161313,1000008340
2148,دهستان,رضوان,کرمان,رفسنجان,فردوس,,16131310,1000024578
2149,دهستان,فردوس,کرمان,رفسنجان,فردوس,,16131311,1000024586
2150,شهر,صفائیه,کرمان,رفسنجان,فردوس,,161313500,1000045979
2151,شهرستان,جیرفت,کرمان,,,,1614,1000001824
2152,بخش,ساردوئیه,کرمان,جیرفت,,,161410,1000008357
2153,دهستان,دلفارد,کرمان,جیرفت,ساردوئیه,,16141010,1000024594
2154,دهستان,ساردوئیه,کرمان,جیرفت,ساردوئیه,,16141011,1000024602
2155,دهستان,گور,کرمان,جیرفت,ساردوئیه,,16141012,1000024610
2156,شهر,درب بهشت,کرمان,جیرفت,ساردوئیه,,161410500,1000045987
2157,بخش,مرکزی,کرمان,جیرفت,,,161411,1000008365
2158,دهستان,اسلام آباد,کرمان,جیرفت,مرکزی,,16141111,1000024636
2159,دهستان,خاتون آباد,کرمان,جیرفت,مرکزی,,16141112,1000024644
2160,دهستان,دولت آباد,کرمان,جیرفت,مرکزی,,16141113,1000024651
2161,دهستان,هلیل,کرمان,جیرفت,مرکزی,,16141114,1000024669
2162,شهر,جیرفت,کرمان,جیرفت,مرکزی,,161411500,1000045995
2163,شهر,علی آباد,کرمان,جیرفت,مرکزی,,161411501,1000544898
2164,بخش,جبالبارز,کرمان,جیرفت,,,161412,1000008373
2165,دهستان,رضوان,کرمان,جیرفت,جبالبارز,,16141210,1000024677
2166,دهستان,سغدر,کرمان,جیرفت,جبالبارز,,16141211,1000024685
2167,دهستان,مسکون,کرمان,جیرفت,جبالبارز,,16141212,1000024693
2168,شهر,جبالبارز,کرمان,جیرفت,جبالبارز,,161412500,1000046001
2169,بخش,اسماعیلی,کرمان,جیرفت,,,161413,1000008381
2170,دهستان,اسماعیلی,کرمان,جیرفت,اسماعیلی,,16141310,1000024701
2171,دهستان,حسین آباد,کرمان,جیرفت,اسماعیلی,,16141311,1000024719
2172,دهستان,گنج آباد,کرمان,جیرفت,اسماعیلی,,16141312,1000024727
2173,شهر,بلوک,کرمان,جیرفت,اسماعیلی,,161413500,1000046019
2174,بخش,اسفندقه,کرمان,جیرفت,,,161414,1000544799
2175,دهستان,اسفندقه,کرمان,جیرفت,اسفندقه,,16141410,1000024628
2176,دهستان,فردوس,کرمان,جیرفت,اسفندقه,,16141411,1000544781
2177,شهرستان,بافت,کرمان,,,,1615,1000001832
2178,بخش,مرکزی,کرمان,بافت,,,161510,1000008399
2179,دهستان,بزنجان,کرمان,بافت,مرکزی,,16151010,1000024735
2180,دهستان,فتح آباد,کرمان,بافت,مرکزی,,16151011,1000024743
2181,دهستان,کیسکان,کرمان,بافت,مرکزی,,16151012,1000024750
2182,دهستان,گوغر,کرمان,بافت,مرکزی,,16151013,1000024768
2183,شهر,بافت,کرمان,بافت,مرکزی,,161510500,1000046027
2184,شهر,بزنجان,کرمان,بافت,مرکزی,,161510501,1000046035
2185,بخش,خبر,کرمان,بافت,,,161511,1000008407
2186,دهستان,خبر,کرمان,بافت,خبر,,16151110,1000024776
2187,دهستان,دشتاب,کرمان,بافت,خبر,,16151111,1000024784
2188,شهر,کشکوئیه,کرمان,بافت,خبر,,161511500,1000948024
2189,شهرستان,زرند,کرمان,,,,1616,1000001840
2190,بخش,مرکزی,کرمان,زرند,,,161610,1000008415
2191,دهستان,اسلام آباد,کرمان,زرند,مرکزی,,16161010,1000024792
2192,دهستان,جرجافک,کرمان,زرند,مرکزی,,16161011,1000024800
2193,دهستان,حتکن,کرمان,زرند,مرکزی,,16161012,1000024818
2194,دهستان,دشت خاک,کرمان,زرند,مرکزی,,16161013,1000024826
2195,دهستان,سربنان,کرمان,زرند,مرکزی,,16161014,1000024834
2196,دهستان,محمدآباد,کرمان,زرند,مرکزی,,16161015,1000024842
2197,دهستان,وحدت,کرمان,زرند,مرکزی,,16161016,1000024859
2198,دهستان,خانوک,کرمان,زرند,مرکزی,,16161017,1000024867
2199,شهر,زرند,کرمان,زرند,مرکزی,,161610500,1000046043
2200,شهر,خانوک,کرمان,زرند,مرکزی,,161610501,1000046050
2201,شهر,ریحان,کرمان,زرند,مرکزی,,161610502,1000046068
2202,بخش,یزدان آباد,کرمان,زرند,,,161611,1000008423
2203,دهستان,سیریز,کرمان,زرند,یزدان آباد,,16161110,1000024875
2204,دهستان,یزدان آباد,کرمان,زرند,یزدان آباد,,16161111,1000024883
2205,دهستان,شعبجره,کرمان,زرند,یزدان آباد,,16161112,1000024891
2206,شهر,یزدان شهر,کرمان,زرند,یزدان آباد,,161611500,1000046076
2207,شهر,سی ریز,کرمان,زرند,یزدان آباد,,161611501,1000544872
2208,شهرستان,شهربابک,کرمان,,,,1617,1000001857
2209,بخش,مرکزی,کرمان,شهربابک,,,161710,1000008431
2210,دهستان,استبرق,کرمان,شهربابک,مرکزی,,16171010,1000024909
2211,دهستان,پاقلعه,کرمان,شهربابک,مرکزی,,16171011,1000024917
2212,دهستان,خاتون آباد,کرمان,شهربابک,مرکزی,,16171012,1000024925
2213,دهستان,خورسند,کرمان,شهربابک,مرکزی,,16171013,1000024933
2214,دهستان,مدوارات,کرمان,شهربابک,مرکزی,,16171014,1000024941
2215,دهستان,میمند,کرمان,شهربابک,مرکزی,,16171015,1000024958
2216,شهر,شهربابک,کرمان,شهربابک,مرکزی,,161710500,1000046084
2217,شهر,خورسند,کرمان,شهربابک,مرکزی,,161710501,1000046092
2218,شهر,خاتون آباد,کرمان,شهربابک,مرکزی,,161710502,1000046100
2219,بخش,دهج,کرمان,شهربابک,,,161711,1000008449
2220,دهستان,جوزم,کرمان,شهربابک,دهج,,16171110,1000024966
2221,دهستان,خبر,کرمان,شهربابک,دهج,,16171111,1000024974
2222,دهستان,دهج,کرمان,شهربابک,دهج,,16171112,1000024982
2223,شهر,دهج,کرمان,شهربابک,دهج,,161711500,1000046118
2224,شهر,جوزم,کرمان,شهربابک,دهج,,161711501,1000046126
2225,شهرستان,بردسیر,کرمان,,,,1618,1000001865
2226,بخش,مرکزی,کرمان,بردسیر,,,161810,1000008456
2227,دهستان,کوه پنج,کرمان,بردسیر,مرکزی,,16181010,1000024990
2228,دهستان,مشیز,کرمان,بردسیر,مرکزی,,16181011,1000025005
2229,شهر,بردسیر,کرمان,بردسیر,مرکزی,,161810500,1000046134
2230,شهر,دشتکار,کرمان,بردسیر,مرکزی,,161810501,1000046142
2231,بخش,الله زار,کرمان,بردسیر,,,161811,1000008464
2232,دهستان,قلعه عسگر,کرمان,بردسیر,الله زار,,16181110,1000025013
2233,دهستان,الله زار,کرمان,بردسیر,الله زار,,16181111,1000025021
2234,شهر,الله زار,کرمان,بردسیر,الله زار,,161811500,1000046159
2235,بخش,گلزار,کرمان,بردسیر,,,161812,1000008472
2236,دهستان,گلزار,کرمان,بردسیر,گلزار,,16181210,1000025039
2237,دهستان,شیرینک,کرمان,بردسیر,گلزار,,16181211,1000025047
2238,شهر,گلزار,کرمان,بردسیر,گلزار,,161812500,1000046167
2239,بخش,نگار,کرمان,بردسیر,,,161813,1000008480
2240,دهستان,نگار,کرمان,بردسیر,نگار,,16181310,1000025054
2241,دهستان,نارپ,کرمان,بردسیر,نگار,,16181311,1000025062
2242,شهر,نگار,کرمان,بردسیر,نگار,,161813500,1000046175
